clay,phlegm,sulfur,mercury,aqua,utility,edibility,danger,wearability,blockiness,hate,lust,faith,energy,fuseable,rank,bias,stack_size,color_r,color_g,color_b,ball,digital,gem,glass,gold,magic,meat,metal,plant,plastic,stick,stone,string,wood,shoe,earth,fluff,foliage,leaf,cold,bright,letter,magnetite,ring,sky,capsule,water,fire,ball,digital,gem,glass,gold,magic,meat,metal,plant,plastic,stick,stone,string,wood,shoe,earth,fluff,foliage,leaf,cold,bright,letter,magnetite,ring,sky,capsule,water,fire
0.18,0.2,0.11,0.11,0.24,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.325,0.01,1.0,0.0,0.0,30,0.9250148544266191,0.4374331550802139,0.43077837195484253,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.025,0.025,0.5,0.8375,0.28750000000000003,0.0,0.1,1.0,0.0,0.0,30,0.33361220043572987,0.8704662309368192,0.9632069716775599,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.05,0.0,0.0375,0.15,1.0,0.0,0.0,30,0.8531387748898008,0.8996504027967777,0.8846937224502204,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.3,0.3,0.05,0.05,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.3445403050108932,0.3445403050108932,0.3445403050108932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.02,0.19,0.01,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.21250000000000002,0.025,1.0,0.0,0.0,30,0.2697516339869281,0.1734727668845316,0.20794771241830065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.07,1.0,0.89,1.0,0.33,0.0,0.38,0.0,0.5,1.25,1.25,1.25,0.3,1.0,0.3,0.0,5,0.48125854993160055,0.42498860009119926,0.35516035871713025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.33683660130718956,0.4149891067538126,0.43595642701525056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.38,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.34992458521870284,0.42252388134741076,0.4498743086978381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.3,0.3,0.05,0.05,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.40616993464052287,0.7349193899782135,0.7816470588235294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.9,0.03,0.03,0.03,0.05,0.0,0.0,0.0,0.5,0.0,0.125,0.9375,0.2,1.0,0.0,0.0,30,0.8454030501089325,0.6796514161220043,0.5954161220043573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.48777342047930283,0.492636165577342,0.37221786492374725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.5498039215686275,0.5581372549019608,0.4302941176470588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.3,0.3,0.05,0.05,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.5526100217864923,0.3224226579520697,0.1985359477124183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.25,0.0,0.14,0.0,0.0,0.06,0.0,0.0,0.325,0.01,1.0,0.0,0.0,30,0.6766488413547237,0.5366310160427807,0.2696969696969697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,1.0,0.08,0.0,0.13,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.1375,0.1,1.0,0.0,0.09999999999999964,30,0.8232854030501089,0.7298823529411764,0.6892897603485839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.2,0.8,0.2,0.25,0.0,0.065,0.0,0.5,0.0,0.125,0.75,0.7,1.0,0.0,0.1999999999999993,30,0.48084733893557424,0.1871498599439776,0.2936624649859944,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,0.88,0.3,0.0,0.44,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.1,0.05,1.0,0.0,0.0,30,0.2990152505446623,0.3317995642701525,0.25673202614379087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.77,0.17,0.07,0.01,0.5,0.095,0.085,0.05,0.5,0.0,0.0,1.25,1.0,1.0,1.0,-0.5,5,0.6822483660130719,0.5285751633986928,0.38638779956427016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.9,0.2,0.0,0.2,0.0,0.24,0.155,0.0,0.5,0.4625,0.625,0.625,0.1,1.0,0.0,0.0,30,0.9585185185185185,0.725525054466231,0.48684967320261435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.0,0.59,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.48750000000000004,0.0,0.2,1.0,0.03,0.0,30,0.21197385620915032,0.4811154684095861,0.3775337690631808,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.49,0.38,0.0,0.0,0.0,0.5,0.0,0.0,0.3375,0.035,1.0,0.0,0.0,30,0.44637908496732026,0.31496296296296294,0.31010021786492376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.15,0.38,0.0,0.0,0.0,0.5,0.0,0.0,0.3375,0.05,1.0,0.0,0.0,30,0.48397385620915034,0.2881045751633987,0.28395642701525053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.77,0.17,0.07,0.01,0.365,0.095,0.085,0.05,0.5,0.0,0.0,1.25,0.5,1.0,1.0,-0.5,5,0.45558169934640524,0.3027450980392157,0.29596514161220044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.15,0.38,0.0,0.0,0.0,0.5,0.0,0.0,0.3375,0.05,1.0,0.0,0.0,30,0.35182570806100216,0.18464488017429193,0.2094640522875817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,0.24,0.065,0.0,0.0,0.0,0.5,0.0,0.0,0.1625,0.056,1.0,0.0,0.0,30,0.6078431372549019,0.8470588235294118,0.6862745098039216,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.29575599128540303,0.24026143790849674,0.24960348583877995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.38528976034858387,0.3341002178649237,0.37071895424836604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53,1.0,0.22,0.05,0.05,0.0,0.0,0.0,0.255,0.5,0.0375,0.5375,1.0875,0.12,1.0,0.0,0.0,30,0.2677995642701525,0.164880174291939,0.17314161220043572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,1.0,0.0,0.0,30,0.5364183006535947,0.5102222222222222,0.4940653594771242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.02,0.11,0.82,1.0,0.085,0.04,0.145,0.05,0.5,0.0,0.65,0.1875,0.1,1.0,0.0,0.0,30,0.503041394335512,0.7508322440087146,0.7873812636165577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22,0.71,0.22,0.05,0.05,0.0,0.0,0.0,0.1,0.5,0.0375,1.0374999999999999,0.2375,0.12,1.0,0.0,0.0,30,0.2653769063180828,0.05227015250544662,0.05227015250544662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.71,0.0,0.5,0.0,0.0,0.0,0.5,0.6875,0.2625,0.95,1.0,1.0,0.0,0.0,30,0.506605222734255,0.11759284358904852,0.02927622661968013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,0.8531387748898008,0.8996504027967777,0.8846937224502204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18,1.0,0.11,0.11,0.14,0.0,0.055,0.11,0.0,0.06,0.675,0.0,0.0,0.01,1.0,0.0,0.0,30,0.7705249841872233,0.5547122074636306,0.5525616698292221,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.25,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.569187675070028,0.5827731092436975,0.5427170868347339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.88,1.0,0.23,0.5,0.0,0.0,0.0,0.5,0.6375,0.475,0.1875,0.5,1.0,0.15,0.0,30,0.1290631808278867,0.1290631808278867,0.1290631808278867,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30,0.4298562091503268,0.5065795206971677,0.5070849673202614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.01,1.0,0.0,0.0,30,0.7656644880174291,0.6615250544662309,0.5651416122004357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.4,1.0,0.4,0.0,5,0.8785282014040184,0.8481239409343985,0.888404744613895,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.25,0.0,0.14,0.0,0.0,0.06,0.0,0.0,0.325,0.01,1.0,0.0,0.0,30,0.6034858387799564,0.6496732026143791,0.9007407407407407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,1.0,0.0,0.0,30,0.7110588235294117,0.7027102396514161,0.6729237472766885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30,0.22233025441581591,0.06261545940690326,0.01451952681899206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.025,1.0,0.0,0.0,30,0.4296993464052288,0.2762352941176471,0.2510675381263617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,1.0,0.2,0.0,0.2,0.0,0.12,0.285,0.0,0.5,1.25,0.3125,0.0,0.1,1.0,0.0,0.0,30,0.8943442265795207,0.7928366013071896,0.6408191721132898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
